id,flight_number,airline,departure_airport,arrival_airport,scheduled_departure,scheduled_arrival,aircraft,price
4325,UA1813,United Airlines,LAX,DEN,2026-03-10T14:45:00,2026-03-10T17:52:32.318080,B738,986.02
4326,AA134,American Airlines,ORD,DFW,2026-03-10T17:45:00,2026-03-10T20:10:31.333262,B738,792.12
4327,DL2419,Delta Air Lines,BOS,DEN,2026-03-10T06:00:00,2026-03-10T09:17:06.576619,B738,157.73
4328,DL7245,Delta Air Lines,SFO,LAX,2026-03-10T21:00:00,2026-03-10T23:46:58.104190,A321,121.33
4329,DL856,Delta Air Lines,ATL,JFK,2026-03-10T20:15:00,2026-03-10T22:30:46.267180,A320,451.76
4330,DL4763,Delta Air Lines,BOS,LAX,2026-03-10T20:15:00,2026-03-10T23:31:58.717827,A321,657.77
4331,DL4080,Delta Air Lines,DEN,LAX,2026-03-10T15:30:00,2026-03-10T19:16:41.720121,A321,566.13
4332,AA1701,American Airlines,SFO,ATL,2026-03-10T05:15:00,2026-03-10T08:31:15.976969,B738,186.91
4333,AA3868,American Airlines,BOS,DFW,2026-03-10T19:00:00,2026-03-10T21:12:50.445103,A320,124.07
4334,WN5278,Southwest Airlines,DFW,ORD,2026-03-10T16:00:00,2026-03-10T19:26:03.879082,A321,898.8
4335,UA3309,United Airlines,LAX,JFK,2026-03-10T07:15:00,2026-03-10T09:24:48.392355,B737,828.49
4336,WN9904,Southwest Airlines,ORD,ATL,2026-03-10T08:00:00,2026-03-10T10:58:18.097917,B738,282.93
4337,UA8292,United Airlines,ORD,LAX,2026-03-10T18:30:00,2026-03-10T23:53:12.520601,B787,896.8
4338,AA7405,American Airlines,ORD,BOS,2026-03-10T16:30:00,2026-03-10T19:12:15.115213,B738,511.84
4339,AA7162,American Airlines,ATL,DEN,2026-03-10T12:30:00,2026-03-10T17:31:13.625161,B787,618.24
4340,B62120,JetBlue,SFO,SEA,2026-03-10T15:15:00,2026-03-10T17:53:51.314298,A320,151.4
4341,DL8281,Delta Air Lines,DEN,DFW,2026-03-10T14:45:00,2026-03-10T18:21:57.075721,A321,640.5
4342,UA2832,United Airlines,JFK,DEN,2026-03-10T19:15:00,2026-03-10T22:04:54.303220,A320,731.18
4343,B67437,JetBlue,BOS,DEN,2026-03-10T23:15:00,2026-03-11T02:38:26.742161,A321,743.08
4344,B67793,JetBlue,JFK,ATL,2026-03-10T10:00:00,2026-03-10T13:19:15.359495,A321,930.8
4345,AA162,American Airlines,DEN,LAX,2026-03-10T05:15:00,2026-03-10T08:39:33.362263,B738,897.78
4346,DL1176,Delta Air Lines,SEA,MIA,2026-03-10T11:15:00,2026-03-10T14:07:40.805883,B737,934.61
4347,UA1390,United Airlines,ORD,JFK,2026-03-10T18:00:00,2026-03-10T23:19:02.562019,B787,391.24
4348,DL1880,Delta Air Lines,ATL,ORD,2026-03-10T22:30:00,2026-03-11T01:31:29.376868,B737,118.49
4349,UA2494,United Airlines,ATL,BOS,2026-03-10T08:15:00,2026-03-10T11:06:59.333724,A321,798.35
4350,AA7893,American Airlines,BOS,DFW,2026-03-10T11:30:00,2026-03-10T14:50:07.311645,B738,574.83
4351,DL4536,Delta Air Lines,BOS,DEN,2026-03-10T11:15:00,2026-03-10T14:11:06.301354,A320,194.21
4352,UA5511,United Airlines,LAX,JFK,2026-03-10T21:45:00,2026-03-11T03:22:07.760778,B787,176.08
4353,WN5466,Southwest Airlines,ORD,JFK,2026-03-10T13:15:00,2026-03-10T15:56:38.537245,A321,717.31
4354,UA5910,United Airlines,DEN,LAX,2026-03-10T17:30:00,2026-03-10T22:37:56.215967,B787,539.79
4355,DL6275,Delta Air Lines,BOS,ATL,2026-03-10T19:30:00,2026-03-10T23:17:39.220474,A321,345.51
4356,B61954,JetBlue,SFO,JFK,2026-03-10T09:00:00,2026-03-10T14:59:39.249224,B787,499.12
4357,B66578,JetBlue,LAX,JFK,2026-03-10T15:45:00,2026-03-10T18:37:00.785203,A321,312.87
4358,B6573,JetBlue,LAX,BOS,2026-03-10T19:15:00,2026-03-10T22:00:20.404108,B738,298.84
4359,B69831,JetBlue,ATL,ORD,2026-03-10T06:00:00,2026-03-10T09:00:47.763376,A320,620.14
4360,AA4968,American Airlines,ORD,SFO,2026-03-10T08:45:00,2026-03-10T11:01:37.153855,B738,375.24
4361,WN5420,Southwest Airlines,JFK,DEN,2026-03-10T15:00:00,2026-03-10T17:16:16.436929,A320,252.16
4362,DL822,Delta Air Lines,ATL,BOS,2026-03-11T18:15:00,2026-03-11T21:55:42.809824,A321,910.4
4363,DL4239,Delta Air Lines,LAX,DFW,2026-03-11T11:00:00,2026-03-11T14:26:12.913204,B738,188.48
4364,WN315,Southwest Airlines,DFW,LAX,2026-03-11T20:45:00,2026-03-11T23:16:29.158012,A320,261.81
4365,AA2441,American Airlines,ORD,SEA,2026-03-11T09:45:00,2026-03-11T13:06:57.143050,B738,883.06
4366,AA3869,American Airlines,MIA,DEN,2026-03-11T21:15:00,2026-03-11T23:38:51.499462,B738,125.05
4367,B6818,JetBlue,ATL,MIA,2026-03-11T18:15:00,2026-03-11T21:31:52.517864,A320,664.88
4368,AA7912,American Airlines,BOS,MIA,2026-03-11T10:00:00,2026-03-11T12:40:45.024621,B738,660.42
4369,AA8533,American Airlines,ATL,DFW,2026-03-11T16:15:00,2026-03-11T21:41:20.329812,B787,685.65
4370,WN8366,Southwest Airlines,ATL,JFK,2026-03-11T16:15:00,2026-03-11T21:22:26.002129,B787,566.54
4371,AA3939,American Airlines,DFW,LAX,2026-03-11T15:15:00,2026-03-11T18:29:49.556633,A320,307.02
4372,AA4149,American Airlines,DEN,LAX,2026-03-11T18:15:00,2026-03-11T20:45:55.726654,A320,929.28
4373,UA6581,United Airlines,LAX,BOS,2026-03-11T21:00:00,2026-03-12T02:34:57.117418,B787,818.73
4374,AA1213,American Airlines,ORD,LAX,2026-03-11T12:15:00,2026-03-11T17:30:26.377531,B787,95.2
4375,WN5993,Southwest Airlines,DFW,DEN,2026-03-11T12:45:00,2026-03-11T14:55:04.080065,B737,840.45
4376,B67062,JetBlue,JFK,SFO,2026-03-11T08:45:00,2026-03-11T14:34:02.791785,B787,347.31
4377,DL8740,Delta Air Lines,ORD,LAX,2026-03-11T09:00:00,2026-03-11T11:59:58.828846,B737,454.63
4378,WN9952,Southwest Airlines,ORD,BOS,2026-03-11T21:15:00,2026-03-12T02:15:39.884674,B787,383.43
4379,B66857,JetBlue,DFW,JFK,2026-03-11T10:30:00,2026-03-11T13:54:47.182644,B738,239.49
4380,DL8595,Delta Air Lines,SEA,ATL,2026-03-11T10:30:00,2026-03-11T12:57:05.037130,B738,661.64
4381,DL650,Delta Air Lines,ATL,MIA,2026-03-11T07:30:00,2026-03-11T10:46:52.390821,B738,237.98
4382,WN7447,Southwest Airlines,DFW,LAX,2026-03-11T05:15:00,2026-03-11T10:36:31.237541,B787,774.29
4383,AA829,American Airlines,ORD,ATL,2026-03-11T16:15:00,2026-03-11T18:54:44.531735,A321,960.03
4384,DL8339,Delta Air Lines,JFK,DFW,2026-03-11T08:00:00,2026-03-11T10:15:10.163530,B737,731.32
4385,WN3939,Southwest Airlines,LAX,DEN,2026-03-11T09:00:00,2026-03-11T11:05:52.412706,A320,596.23
4386,DL9589,Delta Air Lines,ORD,DEN,2026-03-11T12:30:00,2026-03-11T17:58:08.122622,B787,991.19
4387,WN4087,Southwest Airlines,SFO,LAX,2026-03-11T22:15:00,2026-03-12T00:59:07.977414,A321,210.54
4388,UA2048,United Airlines,MIA,SFO,2026-03-11T22:00:00,2026-03-12T01:18:45.976842,B738,808.21
4389,WN1958,Southwest Airlines,MIA,ORD,2026-03-11T17:30:00,2026-03-11T20:06:06.793015,A320,907.22
4390,DL1094,Delta Air Lines,LAX,ATL,2026-03-11T07:15:00,2026-03-11T10:07:58.836033,B738,111.66
4391,WN9140,Southwest Airlines,SEA,ATL,2026-03-11T06:30:00,2026-03-11T09:42:49.756183,B737,232.78
4392,WN271,Southwest Airlines,LAX,MIA,2026-03-11T10:15:00,2026-03-11T12:50:31.035843,A320,291.29
4393,B67352,JetBlue,SFO,ORD,2026-03-11T22:15:00,2026-03-12T01:00:34.376250,A320,719.29
4394,B61620,JetBlue,SFO,JFK,2026-03-11T19:00:00,2026-03-12T00:19:10.540974,B787,715.29
4395,DL9739,Delta Air Lines,JFK,DEN,2026-03-11T21:00:00,2026-03-12T02:29:09.928159,B787,100.49
4396,UA1677,United Airlines,MIA,ORD,2026-03-11T19:30:00,2026-03-11T21:31:46.175269,B737,666.33
4397,B68019,JetBlue,SFO,ATL,2026-03-11T13:30:00,2026-03-11T17:03:31.484057,A321,450.74
4398,WN9108,Southwest Airlines,SFO,MIA,2026-03-11T08:15:00,2026-03-11T10:58:45.178856,A320,799.71
4399,UA6222,United Airlines,ATL,MIA,2026-03-11T12:15:00,2026-03-11T15:40:08.304332,A321,335.42
4400,B67958,JetBlue,ORD,DEN,2026-03-11T20:00:00,2026-03-11T22:57:28.666590,B738,164.4
4401,AA6496,American Airlines,SFO,ATL,2026-03-11T09:15:00,2026-03-11T11:29:04.406598,A320,710.54
4402,DL9634,Delta Air Lines,JFK,MIA,2026-03-11T19:30:00,2026-03-11T22:07:11.538955,B738,864.92
4403,WN8253,Southwest Airlines,DEN,MIA,2026-03-11T05:00:00,2026-03-11T08:25:38.082716,A321,598.18
4404,B68555,JetBlue,SFO,LAX,2026-03-11T07:45:00,2026-03-11T13:37:41.317264,B787,776.68
4405,DL8021,Delta Air Lines,DFW,BOS,2026-03-11T08:00:00,2026-03-11T10:40:20.420063,A321,401.32
4406,UA5624,United Airlines,ATL,DEN,2026-03-11T18:00:00,2026-03-11T20:52:24.919297,A320,727.69
4407,B69235,JetBlue,ATL,DFW,2026-03-11T19:45:00,2026-03-11T22:43:50.322149,A320,248.4
4408,B68293,JetBlue,ATL,SFO,2026-03-11T16:30:00,2026-03-11T19:28:33.560679,A320,352.06
4409,AA8532,American Airlines,SFO,LAX,2026-03-12T13:15:00,2026-03-12T16:11:18.224541,A320,488.26
4410,DL6906,Delta Air Lines,BOS,DFW,2026-03-12T07:00:00,2026-03-12T12:13:26.563657,B787,494.08
4411,B69524,JetBlue,DEN,ATL,2026-03-12T09:30:00,2026-03-12T15:35:49.957300,B787,160.14
4412,UA7394,United Airlines,DEN,JFK,2026-03-12T18:00:00,2026-03-12T20:32:49.424685,A321,152.35
4413,B62980,JetBlue,ATL,SFO,2026-03-12T10:30:00,2026-03-12T12:35:12.477114,B737,923.68
4414,DL1187,Delta Air Lines,JFK,SEA,2026-03-12T16:00:00,2026-03-12T19:01:05.260758,B738,829.19
4415,WN4242,Southwest Airlines,SEA,MIA,2026-03-12T19:30:00,2026-03-12T22:00:33.119480,A321,997.92
4416,B68067,JetBlue,SEA,MIA,2026-03-12T09:30:00,2026-03-12T11:40:04.471847,B737,804.02
4417,AA9750,American Airlines,BOS,ATL,2026-03-12T10:30:00,2026-03-12T13:40:18.557616,B738,591.67
4418,DL347,Delta Air Lines,SFO,SEA,2026-03-12T16:00:00,2026-03-12T21:55:11.791597,B787,751.26
4419,UA3984,United Airlines,SEA,ATL,2026-03-12T20:45:00,2026-03-12T23:42:47.373676,A320,110.17
4420,B6914,JetBlue,DEN,DFW,2026-03-12T13:45:00,2026-03-12T15:56:13.253787,A320,416.85
4421,DL975,Delta Air Lines,LAX,BOS,2026-03-12T09:15:00,2026-03-12T15:10:40.135815,B787,559.36
4422,WN1973,Southwest Airlines,JFK,DEN,2026-03-12T23:30:00,2026-03-13T02:11:52.860962,B737,215.27
4423,B67658,JetBlue,LAX,MIA,2026-03-12T16:00:00,2026-03-12T18:01:39.523524,A320,349.27
4424,UA1233,United Airlines,DEN,JFK,2026-03-12T13:15:00,2026-03-12T16:17:57.368230,B737,150.27
4425,UA592,United Airlines,LAX,SEA,2026-03-12T07:00:00,2026-03-12T09:04:39.932242,B737,823.11
4426,AA5595,American Airlines,ORD,SEA,2026-03-12T21:45:00,2026-03-13T00:16:22.841632,B737,376.42
4427,AA3383,American Airlines,LAX,JFK,2026-03-12T22:45:00,2026-03-13T03:55:22.862679,B787,695.67
4428,B65933,JetBlue,ORD,DEN,2026-03-12T06:15:00,2026-03-12T12:09:38.223821,B787,226.48
4429,AA4280,American Airlines,ORD,DFW,2026-03-12T17:15:00,2026-03-12T19:54:48.860968,B737,846.36
4430,B63058,JetBlue,ORD,DEN,2026-03-12T13:45:00,2026-03-12T16:03:52.386095,B737,359.53
4431,B63861,JetBlue,LAX,ATL,2026-03-12T21:45:00,2026-03-13T01:11:24.543775,A321,380.62
4432,B63081,JetBlue,MIA,JFK,2026-03-12T09:15:00,2026-03-12T11:32:46.559375,A320,469.73
4433,UA2819,United Airlines,DEN,JFK,2026-03-12T15:30:00,2026-03-12T18:46:23.640119,A321,636.7
4434,B67273,JetBlue,DEN,DFW,2026-03-12T10:30:00,2026-03-12T12:57:30.098013,B738,234.45
4435,AA7192,American Airlines,DEN,ATL,2026-03-12T09:45:00,2026-03-12T12:28:36.593078,A321,307.66
4436,AA6176,American Airlines,LAX,SEA,2026-03-12T16:45:00,2026-03-12T19:47:34.647362,A320,620.21
4437,UA7822,United Airlines,BOS,ATL,2026-03-12T12:00:00,2026-03-12T15:28:42.817842,B738,654.8
4438,UA3066,United Airlines,ORD,SFO,2026-03-12T22:45:00,2026-03-13T01:41:09.421052,A321,245.0
4439,AA3461,American Airlines,DEN,SEA,2026-03-12T19:15:00,2026-03-13T01:24:08.309450,B787,367.21
4440,DL6128,Delta Air Lines,ATL,JFK,2026-03-12T11:30:00,2026-03-12T14:28:17.815628,A321,912.3
4441,B66576,JetBlue,BOS,ORD,2026-03-12T18:30:00,2026-03-12T21:14:02.377708,A320,155.1
4442,WN6179,Southwest Airlines,ATL,SFO,2026-03-12T15:30:00,2026-03-12T18:14:42.195740,A321,930.51
4443,AA9250,American Airlines,SFO,DEN,2026-03-12T14:45:00,2026-03-12T17:58:47.157746,A320,411.33
4444,AA7485,American Airlines,MIA,BOS,2026-03-12T21:45:00,2026-03-13T01:17:36.024846,A321,452.33
4445,WN1888,Southwest Airlines,DEN,JFK,2026-03-12T18:30:00,2026-03-12T21:29:08.909727,A321,680.21
4446,B61386,JetBlue,LAX,DFW,2026-03-12T23:45:00,2026-03-13T01:59:31.954970,A320,505.2
4447,WN4072,Southwest Airlines,MIA,DFW,2026-03-12T23:15:00,2026-03-13T02:48:46.253890,A321,428.62
4448,AA6350,American Airlines,DFW,SEA,2026-03-12T20:15:00,2026-03-13T01:21:41.497523,B787,556.81
4449,UA7733,United Airlines,ORD,DEN,2026-03-12T11:00:00,2026-03-12T13:20:40.998668,B737,595.84
4450,B6851,JetBlue,MIA,DEN,2026-03-12T07:15:00,2026-03-12T09:58:49.951749,B738,984.44
4451,WN9174,Southwest Airlines,BOS,ORD,2026-03-12T19:30:00,2026-03-12T23:04:59.149675,A321,108.96
4452,AA6395,American Airlines,MIA,JFK,2026-03-12T23:00:00,2026-03-13T01:20:24.458119,B738,469.0
4453,B65550,JetBlue,SEA,BOS,2026-03-12T10:00:00,2026-03-12T12:33:06.628596,B738,853.34
4454,WN1803,Southwest Airlines,SEA,BOS,2026-03-12T15:45:00,2026-03-12T18:43:13.003402,A321,126.43
4455,DL1493,Delta Air Lines,SEA,DFW,2026-03-12T08:30:00,2026-03-12T10:50:12.084925,A320,766.06
4456,UA8370,United Airlines,ORD,LAX,2026-03-12T17:00:00,2026-03-12T19:54:35.325999,A321,852.0
4457,UA1606,United Airlines,LAX,SFO,2026-03-12T06:00:00,2026-03-12T11:56:42.044638,B787,465.87
4458,WN6154,Southwest Airlines,SFO,BOS,2026-03-12T09:45:00,2026-03-12T15:12:38.102779,B787,470.56
4459,DL8878,Delta Air Lines,SFO,ATL,2026-03-12T12:45:00,2026-03-12T14:57:03.217130,B738,863.14
4460,B6193,JetBlue,ORD,SFO,2026-03-12T05:45:00,2026-03-12T08:57:43.551009,B737,61.01
4461,WN1486,Southwest Airlines,JFK,DFW,2026-03-12T21:45:00,2026-03-13T00:56:19.094317,B738,436.98
4462,B64932,JetBlue,SEA,SFO,2026-03-12T07:00:00,2026-03-12T09:38:38.767317,A321,433.89
4463,AA7296,American Airlines,DFW,SEA,2026-03-12T15:15:00,2026-03-12T17:53:17.960626,A320,578.55
4464,UA3612,United Airlines,DEN,JFK,2026-03-12T11:45:00,2026-03-12T14:40:35.641022,A321,921.69
4465,AA6301,American Airlines,LAX,ORD,2026-03-12T18:45:00,2026-03-12T21:00:43.917124,A320,163.76
4466,DL2994,Delta Air Lines,SFO,MIA,2026-03-12T17:00:00,2026-03-12T19:51:17.822133,A320,407.96
4467,B69450,JetBlue,BOS,DEN,2026-03-12T14:45:00,2026-03-12T17:07:29.147427,B738,520.93
4468,B64351,JetBlue,MIA,DEN,2026-03-12T07:45:00,2026-03-12T13:00:30.128407,B787,421.21
4469,B68863,JetBlue,SEA,JFK,2026-03-12T07:15:00,2026-03-12T10:04:34.863728,A320,955.88
4470,WN4877,Southwest Airlines,ATL,ORD,2026-03-13T23:15:00,2026-03-14T02:02:20.175819,A321,491.91
4471,AA3029,American Airlines,BOS,DFW,2026-03-13T12:45:00,2026-03-13T15:50:29.005912,A320,615.19
4472,WN3849,Southwest Airlines,BOS,ATL,2026-03-13T15:30:00,2026-03-13T21:07:29.465373,B787,399.56
4473,DL7797,Delta Air Lines,SFO,BOS,2026-03-13T18:00:00,2026-03-13T20:28:47.639586,A320,809.07
4474,B63870,JetBlue,SFO,DFW,2026-03-13T06:15:00,2026-03-13T09:17:10.592677,A321,771.92
4475,DL8257,Delta Air Lines,MIA,SFO,2026-03-13T09:45:00,2026-03-13T13:09:27.871746,A321,898.39
4476,B68112,JetBlue,ATL,SEA,2026-03-13T18:00:00,2026-03-13T21:07:35.104555,A321,144.88
4477,WN6398,Southwest Airlines,DEN,SEA,2026-03-13T15:30:00,2026-03-13T18:27:22.769138,B737,853.15
4478,WN2139,Southwest Airlines,DEN,MIA,2026-03-13T20:00:00,2026-03-13T23:27:59.755971,B738,497.3
4479,AA2482,American Airlines,DFW,MIA,2026-03-13T05:45:00,2026-03-13T11:04:00.138647,B787,123.06
4480,AA5109,American Airlines,MIA,DEN,2026-03-13T08:45:00,2026-03-13T11:24:11.148164,A321,726.69
4481,DL9063,Delta Air Lines,ATL,BOS,2026-03-13T20:15:00,2026-03-13T23:34:29.490356,A321,342.41
4482,WN1353,Southwest Airlines,DEN,DFW,2026-03-13T14:30:00,2026-03-13T17:42:34.363005,A320,656.07
4483,AA2365,American Airlines,BOS,SFO,2026-03-13T18:30:00,2026-03-14T00:28:42.879136,B787,564.22
4484,UA3368,United Airlines,BOS,SEA,2026-03-13T11:15:00,2026-03-13T17:07:36.546886,B787,362.18
4485,UA9504,United Airlines,MIA,SFO,2026-03-13T07:45:00,2026-03-13T10:17:25.935737,A321,335.0
4486,WN7950,Southwest Airlines,DEN,ORD,2026-03-13T13:45:00,2026-03-13T19:09:42.506868,B787,242.47
4487,B66034,JetBlue,ORD,SFO,2026-03-13T07:00:00,2026-03-13T09:36:30.424226,B738,440.59
4488,WN4067,Southwest Airlines,SEA,JFK,2026-03-13T23:15:00,2026-03-14T01:54:18.261467,A320,659.55
4489,WN6075,Southwest Airlines,BOS,ORD,2026-03-13T17:45:00,2026-03-13T20:48:48.443835,A321,605.16
4490,WN837,Southwest Airlines,ORD,MIA,2026-03-13T08:45:00,2026-03-13T11:33:21.480031,B737,922.9
4491,DL7787,Delta Air Lines,BOS,ATL,2026-03-13T10:00:00,2026-03-13T15:34:31.168158,B787,274.61
4492,WN2425,Southwest Airlines,SEA,JFK,2026-03-13T16:30:00,2026-03-13T20:13:17.718268,A321,88.66
4493,B69437,JetBlue,JFK,ATL,2026-03-13T12:45:00,2026-03-13T16:02:14.247486,A320,745.35
4494,AA350,American Airlines,ATL,SFO,2026-03-13T17:45:00,2026-03-13T20:39:22.889575,A320,758.8
4495,DL4811,Delta Air Lines,ATL,LAX,2026-03-13T07:00:00,2026-03-13T09:47:06.405042,A321,327.26
4496,AA8821,American Airlines,SEA,BOS,2026-03-13T18:45:00,2026-03-13T21:40:37.947767,B737,343.1
4497,B6198,JetBlue,ATL,DFW,2026-03-13T10:15:00,2026-03-13T16:05:43.308593,B787,861.78
4498,WN9375,Southwest Airlines,LAX,ORD,2026-03-13T23:00:00,2026-03-14T01:57:29.449397,B737,179.76
4499,B67926,JetBlue,MIA,DFW,2026-03-13T19:15:00,2026-03-13T21:34:57.282599,B737,641.76
4500,WN1266,Southwest Airlines,MIA,SFO,2026-03-13T08:30:00,2026-03-13T11:57:47.632754,B738,233.15
4501,AA6831,American Airlines,MIA,SEA,2026-03-13T20:15:00,2026-03-13T22:58:45.069830,B738,650.34
4502,AA7803,American Airlines,SEA,ORD,2026-03-13T13:45:00,2026-03-13T16:43:45.875493,B737,96.66
4503,DL3524,Delta Air Lines,DFW,ATL,2026-03-13T19:30:00,2026-03-13T22:38:40.673729,A320,516.15
4504,DL9494,Delta Air Lines,LAX,SFO,2026-03-13T09:45:00,2026-03-13T12:58:28.779301,A320,893.05
4505,B62477,JetBlue,BOS,DEN,2026-03-13T20:00:00,2026-03-13T23:05:41.558715,B737,145.46
4506,AA8251,American Airlines,JFK,LAX,2026-03-13T21:15:00,2026-03-14T00:27:56.402555,A321,385.17
4507,DL6011,Delta Air Lines,LAX,DEN,2026-03-13T06:30:00,2026-03-13T09:16:03.745743,B737,577.25
4508,UA6538,United Airlines,DFW,ORD,2026-03-13T20:45:00,2026-03-13T23:15:15.947919,A320,666.29
4509,AA5743,American Airlines,ORD,LAX,2026-03-13T09:45:00,2026-03-13T12:32:59.405995,B737,728.24
4510,UA9326,United Airlines,ATL,SEA,2026-03-13T15:00:00,2026-03-13T18:24:21.916964,B738,181.65
4511,WN3730,Southwest Airlines,BOS,ATL,2026-03-13T10:45:00,2026-03-13T14:10:12.570358,B738,171.47
4512,AA5544,American Airlines,DFW,ATL,2026-03-13T05:45:00,2026-03-13T11:21:43.900120,B787,659.52
4513,UA598,United Airlines,MIA,ATL,2026-03-13T22:45:00,2026-03-14T01:50:53.132476,A320,275.81
4514,WN5010,Southwest Airlines,MIA,LAX,2026-03-13T09:30:00,2026-03-13T14:40:46.528845,B787,323.11
4515,DL6131,Delta Air Lines,SFO,ATL,2026-03-13T12:00:00,2026-03-13T15:13:46.724108,A321,371.19
4516,DL6482,Delta Air Lines,MIA,DFW,2026-03-13T09:15:00,2026-03-13T12:22:59.528487,B737,804.72
4517,DL2028,Delta Air Lines,LAX,ORD,2026-03-13T19:15:00,2026-03-13T21:57:56.169649,B738,707.73
4518,UA5669,United Airlines,DFW,ORD,2026-03-13T18:00:00,2026-03-13T21:02:09.962591,A321,718.4
4519,UA4855,United Airlines,ORD,DFW,2026-03-13T20:00:00,2026-03-13T22:49:57.345330,A321,571.3
4520,WN2973,Southwest Airlines,BOS,JFK,2026-03-14T23:30:00,2026-03-15T02:32:59.777618,A320,157.67
4521,B65635,JetBlue,ATL,SEA,2026-03-14T06:00:00,2026-03-14T08:31:21.805320,A321,750.62
4522,AA9262,American Airlines,SFO,MIA,2026-03-14T08:30:00,2026-03-14T11:13:46.693179,B737,823.32
4523,DL6899,Delta Air Lines,ATL,MIA,2026-03-14T08:30:00,2026-03-14T11:08:42.055407,B738,715.69
4524,AA8127,American Airlines,ORD,LAX,2026-03-14T06:45:00,2026-03-14T09:30:10.974207,A321,102.17
4525,AA3829,American Airlines,DFW,MIA,2026-03-14T15:45:00,2026-03-14T20:45:05.918529,B787,738.85
4526,WN5427,Southwest Airlines,MIA,SEA,2026-03-14T10:45:00,2026-03-14T13:05:22.546309,B737,946.63
4527,DL6173,Delta Air Lines,SFO,BOS,2026-03-14T07:00:00,2026-03-14T13:13:50.628621,B787,52.24
4528,DL3843,Delta Air Lines,JFK,DEN,2026-03-14T21:30:00,2026-03-15T00:11:34.415797,B737,459.96
4529,WN3335,Southwest Airlines,SEA,LAX,2026-03-14T17:45:00,2026-03-14T21:20:35.138630,A321,417.95
4530,DL6829,Delta Air Lines,BOS,JFK,2026-03-14T21:00:00,2026-03-15T00:30:02.997100,A321,940.25
4531,DL4235,Delta Air Lines,SFO,MIA,2026-03-14T23:15:00,2026-03-15T01:24:06.427228,A320,438.35
4532,B62088,JetBlue,BOS,SEA,2026-03-14T12:00:00,2026-03-14T14:31:58.740060,B738,132.61
4533,AA2696,American Airlines,DEN,SEA,2026-03-14T22:30:00,2026-03-15T01:08:55.105174,A321,58.77
4534,B66770,JetBlue,SFO,ATL,2026-03-14T19:15:00,2026-03-14T22:50:00.187881,A321,256.09
4535,WN9122,Southwest Airlines,SFO,LAX,2026-03-14T19:30:00,2026-03-14T21:47:13.478332,B738,917.81
4536,UA8587,United Airlines,DFW,BOS,2026-03-14T23:30:00,2026-03-15T05:22:32.828710,B787,860.18
4537,WN7561,Southwest Airlines,SFO,ATL,2026-03-14T20:45:00,2026-03-14T23:25:36.807975,B737,116.68
4538,AA9990,American Airlines,SEA,SFO,2026-03-14T21:45:00,2026-03-15T00:21:51.819877,A321,664.65
4539,WN9895,Southwest Airlines,JFK,BOS,2026-03-14T21:30:00,2026-03-15T00:39:38.805276,A320,248.08
4540,WN7024,Southwest Airlines,SFO,LAX,2026-03-14T06:30:00,2026-03-14T09:30:04.456367,B737,271.56
4541,AA4048,American Airlines,LAX,JFK,2026-03-14T21:30:00,2026-03-15T01:16:46.164460,A321,869.36
4542,DL1565,Delta Air Lines,LAX,ORD,2026-03-14T11:15:00,2026-03-14T14:01:51.881026,B738,505.31
4543,UA7253,United Airlines,BOS,DEN,2026-03-14T22:15:00,2026-03-15T03:43:34.465422,B787,312.69
4544,B62866,JetBlue,DFW,SEA,2026-03-14T16:30:00,2026-03-14T19:19:08.624651,A321,531.87
4545,B64958,JetBlue,SFO,JFK,2026-03-14T21:15:00,2026-03-15T00:15:51.402390,A321,383.32
4546,B63047,JetBlue,BOS,SEA,2026-03-14T15:15:00,2026-03-14T17:25:58.986547,A320,830.79
4547,DL8327,Delta Air Lines,BOS,SFO,2026-03-14T05:00:00,2026-03-14T10:52:25.807568,B787,836.49
4548,B69616,JetBlue,BOS,JFK,2026-03-14T13:45:00,2026-03-14T15:58:06.147185,A320,646.89
4549,AA7209,American Airlines,ORD,BOS,2026-03-14T22:00:00,2026-03-15T00:46:27.219376,B737,802.81
4550,WN1682,Southwest Airlines,SEA,MIA,2026-03-14T17:00:00,2026-03-14T19:24:13.623808,B738,788.97
4551,B6399,JetBlue,BOS,DFW,2026-03-14T20:30:00,2026-03-14T23:03:00.302116,B738,861.27
4552,WN9002,Southwest Airlines,ORD,MIA,2026-03-14T12:00:00,2026-03-14T14:40:13.118782,B738,157.51
4553,B64262,JetBlue,DEN,JFK,2026-03-14T05:00:00,2026-03-14T08:14:57.279578,B737,972.12
4554,B65133,JetBlue,LAX,SFO,2026-03-14T21:15:00,2026-03-15T00:05:46.041638,B738,744.7
4555,AA8748,American Airlines,DEN,DFW,2026-03-14T12:00:00,2026-03-14T18:13:16.165313,B787,853.64
4556,UA9532,United Airlines,ORD,DFW,2026-03-14T19:45:00,2026-03-14T22:32:56.997537,B738,839.68
4557,UA4112,United Airlines,DEN,MIA,2026-03-14T15:15:00,2026-03-14T18:24:41.465469,B738,951.24
4558,UA6817,United Airlines,DEN,MIA,2026-03-14T17:45:00,2026-03-14T20:28:45.114017,B737,822.6
4559,UA6388,United Airlines,BOS,MIA,2026-03-14T17:45:00,2026-03-14T21:09:11.390034,B738,171.64
4560,DL2847,Delta Air Lines,DEN,DFW,2026-03-14T09:45:00,2026-03-14T12:40:35.115431,B738,344.67
